FIPS,state,county,monthly_housing,annual_transportation ,total_cost,life_expectancy,male_life_expectancy,female_life_expectancy,,,
19135,IA,Monroe,1030,14221,26581,77.84,77.1,78.66,,,
47037,TN,Davidson,1209,12082,26590,76.84,76.56,77.12,,,
18005,IN,Bartholomew,1057,13907,26591,77.8,77.39,78.25,,,
20139,KS,Osage,1013,14440,26596,77.67,77.01,78.28,,,
17049,IL,Effingham,992,14697,26601,79.01,78.49,79.53,,,
12073,FL,Leon,1233,11807,26603,79.35,79.02,79.7,,,
27119,MN,Polk,1039,14136,26604,78.94,78.39,79.51,,,
38087,ND,Slope,924,15519,26607,82.36,80.82,83.74,,,
19157,IA,Poweshiek,1018,14394,26610,79.83,79.27,80.44,,,
1089,AL,Madison,1126,13099,26611,78.07,77.76,78.35,,,
39015,OH,Brown,1012,14469,26613,75.97,75.46,76.49,,,
21179,KY,Nelson,1011,14492,26624,77.42,76.89,77.95,,,
53025,WA,Grant,996,14672,26624,78.77,78.33,79.23,,,
55009,WI,Brown,1141,12933,26625,80.59,80.26,80.91,,,
27081,MN,Lincoln,966,15035,26627,80.48,79.71,81.29,,,
55063,WI,La Crosse,1168,12611,26627,80.35,79.98,80.73,,,
13045,GA,Carroll,1019,14401,26629,75.22,74.8,75.65,,,
31021,NE,Burt,1007,14552,26636,78.84,78.11,79.6,,,
38045,ND,LaMoure,975,14940,26640,81.53,80.64,82.38,,,
42067,PA,Juniata,1011,14508,26640,79.7,79.13,80.23,,,
38013,ND,Burke,938,15388,26644,79.25,78.03,80.35,,,
13143,GA,Haralson,994,14719,26647,73.75,73.08,74.39,,,
49041,UT,Sevier,969,15022,26650,77.95,77.37,78.56,,,
36121,NY,Wyoming,1008,14555,26651,79.31,78.82,79.78,,,
49017,UT,Garfield,932,15468,26652,79.3,78.38,80.25,,,
40139,OK,Texas,936,15421,26653,77.64,76.96,78.31,,,
48459,TX,Upshur,1010,14537,26657,75.24,74.72,75.8,,,
30063,MT,Missoula,1179,12511,26659,79.65,79.23,80.05,,,
30061,MT,Mineral,1055,14003,26663,77.84,76.75,78.83,,,
20055,KS,Finney,1029,14318,26666,79.19,78.59,79.77,,,
36011,NY,Cayuga,1073,13791,26667,80.06,79.68,80.45,,,
48185,TX,Grimes,1041,14175,26667,76.19,75.6,76.79,,,
27101,MN,Murray,975,14970,26670,81.53,80.85,82.24,,,
29043,MO,Christian,1082,13688,26672,79.26,78.8,79.68,,,
28059,MS,Jackson,1117,13270,26674,75.69,75.28,76.09,,,
19061,IA,Dubuque,1116,13284,26676,80.03,79.66,80.4,,,
17099,IL,LaSalle,1089,13611,26679,81.04,80.82,81.27,,,
55105,WI,Rock,1109,13371,26679,78.89,78.54,79.25,,,
31139,NE,Pierce,950,15283,26683,80.4,79.64,81.16,,,
39011,OH,Auglaize,1040,14205,26685,79.16,78.69,79.63,,,
16019,ID,Bonneville,1066,13895,26687,79,78.6,79.42,,,
19165,IA,Shelby,987,14843,26687,80.92,80.28,81.55,,,
48203,TX,Harrison,1060,13967,26687,75.88,75.38,76.41,,,
55053,WI,Jackson,1023,14422,26698,78.58,77.98,79.2,,,
51840,VA,Winchester,1205,12239,26699,78.26,77.92,78.6,,,
20107,KS,Linn,960,15183,26703,77.57,76.8,78.32,,,
50009,VT,Essex,1034,14297,26705,79.7,78.87,80.51,,,
12015,FL,Charlotte,1244,11778,26706,80.6,80.25,80.94,,,
46091,SD,Marshall,958,15213,26709,81.16,80.14,82.15,,,
55057,WI,Juneau,1047,14145,26709,78.06,77.48,78.67,,,
39135,OH,Preble,1022,14449,26713,77.41,76.88,77.92,,,
19051,IA,Davis,992,14812,26716,79.84,79.11,80.59,,,
48499,TX,Wood,1061,13987,26719,76.6,76.08,77.11,,,
42113,PA,Sullivan,1048,14144,26720,77.04,76.19,77.82,,,
27169,MN,Winona,1064,13954,26722,80.99,80.54,81.44,,,
20045,KS,Douglas,1190,12445,26725,80.53,80.12,80.95,,,
19155,IA,Pottawattamie,1071,13874,26726,77.86,77.44,78.3,,,
12065,FL,Jefferson,1026,14417,26729,76.72,76.01,77.46,,,
31027,NE,Cedar,949,15344,26732,81.35,80.65,82.05,,,
39169,OH,Wayne,1048,14157,26733,78.85,78.47,79.23,,,
48469,TX,Victoria,1111,13401,26733,78.05,77.59,78.48,,,
1083,AL,Limestone,1025,14434,26734,77.21,76.73,77.65,,,
38061,ND,Mountrail,955,15276,26736,76.72,75.82,77.65,,,
39019,OH,Carroll,1028,14401,26737,78.28,77.72,78.84,,,
31051,NE,Dixon,932,15556,26740,80.18,79.34,81.01,,,
12031,FL,Duval,1218,12125,26741,76.74,76.49,76.97,,,
1115,AL,St. Clair,1070,13904,26744,74.98,74.51,75.44,,,
48029,TX,Bexar,1178,12609,26745,78.65,78.47,78.82,,,
16011,ID,Bingham,969,15124,26752,78.65,78.11,79.19,,,
18145,IN,Shelby,1041,14266,26758,77.75,77.24,78.22,,,
48435,TX,Sutton,1018,14546,26762,77.57,76.5,78.62,,,
53051,WA,Pend Oreille,987,14925,26769,77.56,76.8,78.3,,,
55125,WI,Vilas,1126,13261,26773,79.59,79.02,80.18,,,
49019,UT,Grand,1062,14030,26774,78.21,77.35,79.05,,,
48097,TX,Cooke,1062,14032,26776,77.22,76.68,77.79,,,
37049,NC,Craven,1136,13146,26778,77.61,77.22,78.01,,,
17163,IL,St. Clair,1163,12828,26784,76.67,76.32,77.01,,,
13199,GA,Meriwether,984,14978,26786,74.87,74.18,75.56,,,
48265,TX,Kerr,1161,12857,26789,78.76,78.26,79.21,,,
51103,VA,Lancaster,1145,13049,26789,80.17,79.59,80.71,,,
42043,PA,Dauphin,1219,12162,26790,78.77,78.44,79.08,,,
47043,TN,Dickson,1024,14503,26791,75.92,75.36,76.48,,,
19139,IA,Muscatine,1073,13922,26798,78.96,78.47,79.44,,,
18171,IN,Warren,951,15390,26802,78.58,77.84,79.35,,,
21103,KY,Henry,1022,14542,26806,76.21,75.53,76.91,,,
29186,MO,Ste. Genevieve,1024,14518,26806,74.72,74.19,75.22,,,
37149,NC,Polk,1089,13739,26807,78.94,78.29,79.57,,,
29151,MO,Osage,961,15277,26809,78.77,78.1,79.48,,,
12005,FL,Bay,1192,12508,26812,76.52,76.14,76.9,,,
18159,IN,Tipton,1007,14729,26813,78.7,78.06,79.32,,,
12101,FL,Pasco,1174,12729,26817,77.7,77.44,77.97,,,
39021,OH,Champaign,1036,14385,26817,77.39,76.9,77.89,,,
28039,MS,George,994,14890,26818,73.18,72.48,73.82,,,
27129,MN,Renville,987,14977,26821,79.67,79.08,80.26,,,
56003,WY,Big Horn,988,14966,26822,77.76,76.97,78.48,,,
27051,MN,Grant,1001,14816,26828,80.26,79.45,81.08,,,
20191,KS,Sumner,1010,14709,26829,77.25,76.69,77.82,,,
41041,OR,Lincoln,1143,13113,26829,78.14,77.65,78.65,,,
27149,MN,Stevens,988,14975,26831,82.22,81.52,82.97,,,
17119,IL,Madison,1134,13224,26832,77.27,76.64,77.97,,,
45063,SC,Lexington,1116,13442,26834,78.02,77.68,78.35,,,
48305,TX,Lynn,986,15015,26847,77.04,76.19,77.93,,,
20203,KS,Wichita,950,15460,26860,79.3,78.22,80.35,,,
36067,NY,Onondaga,1202,12438,26862,79.68,79.42,79.94,,,
21081,KY,Grant,1042,14367,26871,75.37,74.77,75.96,,,
21005,KY,Anderson,1046,14320,26872,77.24,76.61,77.89,,,
19015,IA,Boone,1078,13938,26874,78.98,78.45,79.53,,,
18147,IN,Spencer,956,15404,26876,78.99,78.38,79.58,,,
56033,WY,Sheridan,1118,13460,26876,78.4,77.8,78.97,,,
16063,ID,Lincoln,935,15658,26878,78.4,77.4,79.36,,,
31183,NE,Wheeler,910,15958,26878,81.12,79.78,82.53,,,
2188,AK,Northwest Arctic,1166,12897,26889,77.09,75.95,78.21,,,
51067,VA,Franklin,1062,14147,26891,75.94,75.53,76.36,,,
1051,AL,Elmore,1095,13752,26892,75.93,75.45,76.41,,,
8087,CO,Morgan,1033,14498,26894,79.14,78.52,79.73,,,
26081,MI,Kent,1146,13145,26897,79.78,79.52,80.02,,,
31167,NE,Stanton,954,15455,26903,81.18,80.42,82.01,,,
31099,NE,Kearney,966,15312,26904,79.65,78.8,80.46,,,
36045,NY,Jefferson,1134,13296,26904,79.23,78.86,79.64,,,
49015,UT,Emery,926,15792,26904,77.99,77.25,78.76,,,
36075,NY,Oswego,1082,13921,26905,78.3,77.91,78.68,,,
16029,ID,Caribou,906,16041,26913,78.79,77.92,79.61,,,
48077,TX,Clay,1003,14879,26915,77.57,76.87,78.27,,,
46079,SD,Lake,1019,14689,26917,80.82,80.15,81.5,,,
16021,ID,Boundary,1124,13437,26925,78.19,77.42,78.93,,,
18137,IN,Ripley,1020,14686,26926,77.86,77.3,78.4,,,
39173,OH,Wood,1158,13032,26928,79.32,78.96,79.69,,,
6033,CA,Lake,1199,12543,26931,75.8,75.3,76.33,,,
46101,SD,Moody,986,15099,26931,80.33,79.52,81.14,,,
27013,MN,Blue Earth,1107,13648,26932,81.02,80.55,81.46,,,
51049,VA,Cumberland,1106,13662,26934,78.48,78.14,78.83,,,
46051,SD,Grant,1014,14775,26943,79.5,78.69,80.3,,,
26045,MI,Eaton,1154,13098,26946,79.66,79.25,80.04,,,
19171,IA,Tama,983,15153,26949,79.58,79,80.16,,,
51740,VA,Portsmouth,1247,11986,26950,74.31,73.82,74.83,,,
39149,OH,Shelby,1052,14329,26953,78.73,78.24,79.24,,,
30091,MT,Sheridan,1005,14896,26956,77.49,76.47,78.49,,,
30111,MT,Yellowstone,1174,12880,26968,78.94,78.57,79.32,,,
46105,SD,Perkins,1167,12973,26977,80.43,80,80.86,,,
47105,TN,Loudon,1104,13741,26989,77.92,77.44,78.4,,,
39107,OH,Mercer,1027,14672,26996,79.33,78.87,79.83,,,
37133,NC,Onslow,1123,13522,26998,77.59,77.17,78.02,,,
55043,WI,Grant,1049,14414,27002,79.66,79.21,80.08,,,
18183,IN,Whitley,1022,14750,27014,79.02,78.44,79.56,,,
42109,PA,Snyder,1053,14378,27014,80.31,79.81,80.82,,,
37085,NC,Harnett,1078,14080,27016,76.53,76.07,76.98,,,
20027,KS,Clay,1010,14897,27017,79.88,79.15,80.58,,,
48243,TX,Jeff Davis,1033,14621,27017,82.06,80.97,83.08,,,
30069,MT,Petroleum,945,15678,27018,79.24,77.43,81.09,,,
6093,CA,Siskiyou,1144,13295,27023,77.66,77.15,78.13,,,
19159,IA,Ringgold,1044,14497,27025,79.62,78.83,80.46,,,
20067,KS,Grant,997,15061,27025,78.29,77.37,79.18,,,
45043,SC,Georgetown,1148,13251,27027,77.24,76.75,77.69,,,
31135,NE,Perkins,961,15504,27036,80.3,79.29,81.33,,,
38015,ND,Burleigh,1161,13110,27042,81.23,80.8,81.68,,,
40051,OK,Grady,1034,14634,27042,75.77,75.25,76.29,,,
41039,OR,Lane,1213,12489,27045,79.22,78.95,79.48,,,
51097,VA,King and Queen,1020,14815,27055,74.92,73.97,75.8,,,
48299,TX,Llano,1187,12812,27056,79.32,78.72,79.91,,,
53001,WA,Adams,994,15128,27056,79.19,78.49,79.86,,,
51057,VA,Essex,1085,14037,27057,78.19,77.58,78.84,,,
36055,NY,Monroe,1224,12373,27061,79.97,79.75,80.17,,,
26091,MI,Lenawee,1099,13874,27062,78.69,78.3,79.08,,,
46015,SD,Brule,1041,14578,27070,80.01,79.07,80.92,,,
39051,OH,Fulton,1082,14088,27072,79.01,78.52,79.51,,,
18109,IN,Morgan,1058,14377,27073,77.38,76.91,77.8,,,
49025,UT,Kane,979,15325,27073,79.08,78.21,79.91,,,
13015,GA,Bartow,1063,14319,27075,76.13,75.69,76.58,,,
55119,WI,Taylor,1050,14476,27076,81.54,80.99,82.12,,,
19059,IA,Dickinson,1103,13844,27080,81.27,80.7,81.84,,,
13181,GA,Lincoln,1037,14642,27086,75.83,74.97,76.7,,,
26159,MI,Van Buren,1051,14476,27088,77.69,77.24,78.11,,,
18133,IN,Putnam,1028,14755,27091,78.36,77.84,78.87,,,
26027,MI,Cass,1040,14615,27095,78.49,77.99,78.94,,,
19075,IA,Grundy,987,15252,27096,81.32,80.73,81.97,,,
48467,TX,Van Zandt,1044,14571,27099,76.08,75.58,76.61,,,
26099,MI,Macomb,1222,12436,27100,78.44,78.22,78.64,,,
12103,FL,Pinellas,1309,11394,27102,78.89,78.7,79.09,,,
20083,KS,Hodgeman,907,16218,27102,80.05,78.92,81.16,,,
31055,NE,Douglas,1223,12426,27102,78.64,78.37,78.92,,,
41043,OR,Linn,1128,13566,27102,77.93,77.55,78.31,,,
19113,IA,Linn,1158,13210,27106,80.39,80.06,80.71,,,
30059,MT,Meagher,980,15346,27106,78.48,77.39,79.52,,,
12129,FL,Wakulla,1092,14018,27122,76.41,75.74,77.02,,,
16071,ID,Oneida,1019,14896,27124,80.21,79.26,81.19,,,
56025,WY,Natrona,1166,13133,27125,77.65,77.2,78.1,,,
48423,TX,Smith,1145,13391,27131,77.77,77.4,78.1,,,
30007,MT,Broadwater,1041,14644,27136,79.57,78.7,80.5,,,
19019,IA,Buchanan,1020,14897,27137,79.24,78.66,79.8,,,
4025,AZ,Yavapai,1181,12967,27139,79.02,78.68,79.35,,,
55001,WI,Adams,1077,14219,27143,77.77,77.19,78.35,,,
27001,MN,Aitkin,1125,13646,27146,80.35,79.76,80.95,,,
28121,MS,Rankin,1128,13611,27147,78.4,77.97,78.77,,,
17005,IL,Bond,1042,14647,27151,78.87,78.28,79.47,,,
22037,LA,East Feliciana,1014,14983,27151,72.64,71.97,73.34,,,
51570,VA,Colonial Heights,1200,12751,27151,80.99,80.7,81.3,,,
20075,KS,Hamilton,925,16054,27154,77.63,76.45,78.76,,,
48231,TX,Hunt,1059,14449,27157,75.95,75.47,76.39,,,
30099,MT,Teton,1029,14812,27160,80.19,79.32,80.99,,,
8029,CO,Delta,1146,13412,27164,78.85,78.3,79.4,,,
12111,FL,St. Lucie,1224,12476,27164,79.12,78.79,79.45,,,
46021,SD,Campbell,990,15285,27165,82.04,80.78,83.21,,,
39069,OH,Henry,1044,14639,27167,79.47,78.95,80,,,
13291,GA,Union,1109,13862,27170,78.44,77.79,79.05,,,
31023,NE,Butler,1018,14955,27171,80.02,79.31,80.69,,,
27061,MN,Itasca,1084,14164,27172,79.17,78.67,79.65,,,
39093,OH,Lorain,1180,13037,27197,78.59,78.29,78.88,,,
41031,OR,Jefferson,1059,14490,27198,77.25,76.56,77.91,,,
18089,IN,Lake,1116,13811,27203,76.93,76.52,77.34,,,
32019,NV,Lyon,1068,14387,27203,76.68,75.77,77.58,,,
26067,MI,Ionia,1066,14412,27204,78.44,77.96,78.91,,,
46081,SD,Lawrence,1125,13707,27207,80.72,80.1,81.3,,,
20153,KS,Rawlins,1059,14501,27209,80.14,79.17,81.06,,,
48417,TX,Shackelford,1072,14358,27222,77.22,76.17,78.26,,,
2282,AK,Yakutat ,1164,13258,27226,79.9,78.82,81.05,,,
56041,WY,Uinta,1037,14783,27227,77.38,76.68,78.12,,,
49001,UT,Beaver,999,15243,27231,76.89,75.94,77.82,,,
13237,GA,Putnam,1098,14061,27237,77.12,76.46,77.76,,,
16037,ID,Custer,1053,14601,27237,80.4,79.43,81.34,,,
26111,MI,Midland,1134,13630,27238,80.54,80.13,80.94,,,
31019,NE,Buffalo,1111,13909,27241,80.29,79.75,80.8,,,
27125,MN,Red Lake,973,15567,27243,79.29,78.1,80.48,,,
26147,MI,St. Clair,1130,13690,27250,77.75,77.38,78.09,,,
30055,MT,McCone,1032,14866,27250,80.87,80.14,81.58,,,
55115,WI,Shawano,1055,14592,27252,79.51,79.07,79.98,,,
50019,VT,Orleans,1113,13904,27260,79.35,78.78,79.86,,,
55017,WI,Chippewa,1095,14123,27263,80.14,79.68,80.58,,,
12009,FL,Brevard,1236,12434,27266,78.52,78.28,78.76,,,
28073,MS,Lamar,1153,13439,27275,77.9,77.35,78.44,,,
53071,WA,Walla Walla,1164,13308,27276,79.8,79.34,80.25,,,
51540,VA,Charlottesville,1317,11475,27279,76.98,76.35,77.63,,,
42125,PA,Washington,1157,13397,27281,78.23,77.91,78.54,,,
12037,FL,Franklin,1214,12715,27283,76.5,75.68,77.33,,,
53077,WA,Yakima,1070,14453,27293,78.44,78.09,78.75,,,
48359,TX,Oldham,1008,15199,27295,77.5,76.32,78.67,,,
46039,SD,Deuel,994,15370,27298,80.46,79.61,81.32,,,
53043,WA,Lincoln,1033,14902,27298,80.03,79.33,80.75,,,
19085,IA,Harrison,999,15321,27309,78.08,77.41,78.75,,,
55007,WI,Bayfield,1079,14363,27311,79.91,79.29,80.53,,,
32001,NV,Churchill,1095,14177,27317,76.76,76.28,77.24,,,
27153,MN,Todd,1058,14626,27322,80.71,80.1,81.28,,,
48481,TX,Wharton,1083,14331,27327,77.55,77.03,78.12,,,
31131,NE,Otoe,1061,14603,27335,79.66,79.09,80.22,,,
27035,MN,Crow Wing,1153,13501,27337,80.44,79.97,80.9,,,
18115,IN,Ohio,1046,14801,27353,78.27,77.35,79.19,,,
18129,IN,Posey,1060,14638,27358,78.93,78.38,79.48,,,
27075,MN,Lake,1142,13654,27358,80.02,79.34,80.67,,,
55073,WI,Marathon,1120,13920,27360,80.62,80.27,80.98,,,
49027,UT,Millard,907,16477,27361,79.28,78.61,80.03,,,
37059,NC,Davie,1121,13910,27362,78.65,78.16,79.17,,,
48057,TX,Calhoun,1111,14030,27362,77.26,76.61,77.92,,,
31171,NE,Thomas,946,16011,27363,80.56,78.95,82.13,,,
27027,MN,Clay,1157,13481,27365,80.53,80.03,81.04,,,
55135,WI,Waupaca,1090,14285,27365,78.03,77.56,78.47,,,
25003,MA,Berkshire,1237,12537,27381,80.12,79.78,80.47,,,
23027,ME,Waldo,1140,13703,27383,79.34,78.87,79.82,,,
12057,FL,Hillsborough,1296,11835,27387,78.55,78.36,78.76,,,
41065,OR,Wasco,1130,13831,27391,77.84,77.29,78.42,,,
13207,GA,Monroe,1159,13487,27395,77.13,76.55,77.74,,,
42115,PA,Susquehanna,1094,14267,27395,78.27,77.81,78.75,,,
13051,GA,Chatham,1254,12351,27399,77.04,76.69,77.38,,,
56019,WY,Johnson,1098,14223,27399,79.51,78.79,80.25,,,
22075,LA,Plaquemines,1214,12834,27402,76.84,76.2,77.48,,,
37077,NC,Granville,1106,14132,27404,77.18,76.7,77.64,,,
19031,IA,Cedar,1029,15057,27405,81.38,80.75,81.96,,,
25013,MA,Hampden,1294,11883,27411,78.85,78.59,79.09,,,
19149,IA,Plymouth,1036,14984,27416,80.64,80.09,81.19,,,
8085,CO,Montrose,1183,13223,27419,79.59,79.08,80.09,,,
20081,KS,Haskell,961,15892,27424,79.19,78.21,80.25,,,
21223,KY,Trimble,1055,14768,27428,76.32,75.48,77.15,,,
17123,IL,Marshall,1051,14817,27429,79.6,79.07,80.16,,,
19103,IA,Johnson,1234,12622,27430,82.08,81.69,82.5,,,
41047,OR,Marion,1195,13091,27431,78.97,78.67,79.29,,,
51183,VA,Sussex,1034,15026,27434,79.6,78.97,80.23,,,
8051,CO,Gunnison,1142,13734,27438,81.94,81.22,82.69,,,
39075,OH,Holmes,971,15787,27439,79.37,78.87,79.87,,,
48205,TX,Hartley,1072,14577,27441,80.59,79.73,81.49,,,
36073,NY,Orleans,1069,14615,27443,78.67,78.21,79.14,,,
20143,KS,Ottawa,1004,15402,27450,78.15,77.34,78.98,,,
49005,UT,Cache,1068,14638,27454,81.97,81.56,82.36,,,
21029,KY,Bullitt,1132,13871,27455,78.56,78.08,79.01,,,
47167,TN,Tipton,1093,14340,27456,75.24,74.73,75.73,,,
20093,KS,Kearny,982,15674,27458,77.66,76.62,78.68,,,
36049,NY,Lewis,1033,15070,27466,80.12,79.56,80.67,,,
8057,CO,Jackson,1073,14593,27469,80.54,79.18,81.86,,,
27077,MN,Lake of the Woods,1026,15158,27470,80.16,79.12,81.15,,,
13127,GA,Glynn,1230,12711,27471,76.9,76.46,77.39,,,
21209,KY,Scott,1110,14154,27474,78.07,77.53,78.59,,,
29071,MO,Franklin,1095,14337,27477,77.44,77.02,77.87,,,
55137,WI,Waushara,1078,14541,27477,79.22,78.61,79.8,,,
17039,IL,De Witt,993,15567,27483,79.89,79.46,80.32,,,
46093,SD,Meade,1123,14015,27491,79.22,78.6,79.88,,,
51193,VA,Westmoreland,1146,13740,27492,77.63,77.03,78.2,,,
44007,RI,Providence,1347,11329,27493,79.26,79.02,79.5,,,
53007,WA,Chelan,1067,14694,27498,80.29,79.82,80.73,,,
30049,MT,Lewis and Clark,1184,13293,27501,79.18,78.73,79.64,,,
16017,ID,Bonner,1160,13595,27515,79.37,78.89,79.88,,,
17155,IL,Putnam,1035,15098,27518,79.78,78.83,80.71,,,
48239,TX,Jackson,1027,15196,27520,77.26,76.55,78,,,
46057,SD,Hamlin,954,16073,27521,79.24,78.31,80.14,,,
47149,TN,Rutherford,1164,13555,27523,78.03,77.68,78.38,,,
39133,OH,Portage,1186,13293,27525,78.88,78.52,79.25,,,
23009,ME,Hancock,1152,13705,27529,79.79,79.33,80.26,,,
51029,VA,Buckingham,1010,15413,27533,76.04,75.36,76.72,,,
12045,FL,Gulf,1117,14132,27536,76.4,75.61,77.15,,,
27161,MN,Waseca,1115,14156,27536,81.59,81.06,82.16,,,
48199,TX,Hardin,1133,13943,27539,75.8,75.3,76.3,,,
53015,WA,Cowlitz,1171,13505,27557,77.51,77.1,77.94,,,
18087,IN,LaGrange,1008,15476,27572,79.74,79.22,80.28,,,
27111,MN,Otter Tail,1110,14263,27583,80.45,79.97,80.9,,,
13169,GA,Jones,1178,13448,27584,77.92,77.27,78.56,,,
19153,IA,Polk,1199,13204,27592,78.97,78.69,79.23,,,
37137,NC,Pamlico,1113,14242,27598,78.26,77.51,79.02,,,
16001,ID,Ada,1206,13130,27602,80.75,80.46,81.03,,,
48113,TX,Dallas,1293,12087,27603,78.29,78.11,78.46,,,
18111,IN,Newton,932,16425,27609,77.2,76.46,77.85,,,
28131,MS,Stone,1045,15071,27611,73.98,73.3,74.69,,,
31165,NE,Sioux,937,16370,27614,82.57,81.38,83.81,,,
29177,MO,Ray,1038,15161,27617,76.66,76.04,77.25,,,
40027,OK,Cleveland,1176,13507,27619,78.7,78.38,79.03,,,
48431,TX,Sterling,943,16303,27619,77.49,76.05,78.89,,,
51163,VA,Rockbridge,1116,14227,27619,73.26,72.48,74.06,,,
36037,NY,Genesee,1092,14518,27622,79.2,78.74,79.64,,,
16055,ID,Kootenai,1176,13512,27624,79.51,79.14,79.86,,,
30083,MT,Richland,1036,15192,27624,77.62,76.82,78.41,,,
37031,NC,Carteret,1231,12852,27624,78,77.59,78.42,,,
48381,TX,Randall,1202,13205,27629,79.01,78.6,79.41,,,
8031,CO,Denver,1324,11755,27643,80.02,79.88,80.16,,,
48477,TX,Washington,1121,14193,27645,78.59,78.02,79.12,,,
29003,MO,Andrew,1082,14663,27647,78.74,78.09,79.35,,,
17129,IL,Menard,1096,14498,27650,78.66,77.96,79.37,,,
37139,NC,Pasquotank,1206,13181,27653,77.02,76.5,77.59,,,
53065,WA,Stevens,1073,14782,27658,78.13,77.56,78.65,,,
40007,OK,Beaver,1012,15515,27659,78.63,77.77,79.52,,,
6021,CA,Glenn,1126,14153,27665,78.29,77.7,78.88,,,
30075,MT,Powder River,1050,15068,27668,79.64,78.48,80.81,,,
48379,TX,Rains,1094,14541,27669,76.72,75.94,77.52,,,
20095,KS,Kingman,1038,15216,27672,78.63,77.85,79.4,,,
17091,IL,Kankakee,1198,13299,27675,77.03,76.62,77.46,,,
36107,NY,Tioga,1124,14187,27675,80.02,79.57,80.46,,,
48055,TX,Caldwell,1054,15033,27681,77.98,77.42,78.53,,,
51161,VA,Roanoke,1235,12863,27683,80.99,80.7,81.3,,,
8081,CO,Moffat,1127,14160,27684,78.46,77.71,79.28,,,
55039,WI,Fond du Lac,1160,13767,27687,79.95,79.59,80.34,,,
53009,WA,Clallam,1218,13074,27690,79.45,79.04,79.86,,,
42057,PA,Fulton,1079,14760,27708,78.81,78.17,79.41,,,
23015,ME,Lincoln,1134,14115,27723,80.11,79.63,80.55,,,
27123,MN,Ramsey,1292,12220,27724,79.98,79.73,80.23,,,
55077,WI,Marquette,1084,14717,27725,78.98,78.32,79.64,,,
37109,NC,Lincoln,1114,14360,27728,77.24,76.77,77.66,,,
53041,WA,Lewis,1125,14232,27732,78.07,77.65,78.51,,,
13177,GA,Lee,1219,13110,27738,77.62,77.01,78.26,,,
19183,IA,Washington,1078,14805,27741,80.51,79.96,81.06,,,
55011,WI,Buffalo,1092,14637,27741,80.02,79.36,80.69,,,
40145,OK,Wagoner,1113,14386,27742,77.67,77.2,78.13,,,
46069,SD,Hyde,988,15886,27742,79.67,78.52,80.85,,,
51830,VA,Williamsburg,1298,12171,27747,76.52,75.97,77.1,,,
22077,LA,Pointe Coupee,1078,14814,27750,75.81,75.2,76.48,,,
26009,MI,Antrim,1124,14262,27750,80.13,79.59,80.68,,,
55033,WI,Dunn,1129,14203,27751,81.16,80.64,81.66,,,
27009,MN,Benton,1170,13712,27752,79.49,78.93,80.07,,,
22095,LA,St. John the Baptist,1192,13459,27763,75,74.42,75.57,,,
53069,WA,Wahkiakum,1119,14337,27765,78.93,78.02,79.88,,,
4021,AZ,Pinal,1112,14424,27768,80.17,79.86,80.47,,,
19017,IA,Bremer,1106,14496,27768,82.14,81.66,82.64,,,
48289,TX,Leon,1063,15012,27768,76.08,75.39,76.75,,,
17083,IL,Jersey,1078,14835,27771,78.17,77.6,78.79,,,
8111,CO,San Juan,1112,14428,27772,79.89,77.97,81.65,,,
37125,NC,Moore,1183,13580,27776,79.67,79.25,80.07,,,
53013,WA,Columbia,1036,15347,27779,79.14,78.23,79.96,,,
42075,PA,Lebanon,1200,13383,27783,80.02,79.67,80.36,,,
55123,WI,Vernon,1100,14583,27783,80.02,79.51,80.54,,,
18081,IN,Johnson,1191,13493,27785,78.57,78.21,78.92,,,
17113,IL,McLean,1205,13326,27786,77.16,76.83,77.48,,,
45091,SC,York,1163,13831,27787,77.4,77.06,77.74,,,
18173,IN,Warrick,1145,14050,27790,79.27,78.82,79.71,,,
34017,NJ,Hudson,1703,7354,27790,80.33,80.06,80.58,,,
6103,CA,Tehama,1110,14478,27798,77.74,77.24,78.26,,,
13187,GA,Lumpkin,1134,14190,27798,77.59,76.98,78.17,,,
27135,MN,Roseau,1089,14730,27798,80.24,79.55,80.98,,,
6105,CA,Trinity,1150,14000,27800,77.28,76.55,77.96,,,
30029,MT,Flathead,1176,13693,27805,79.07,78.69,79.48,,,
22063,LA,Livingston,1129,14262,27810,75.61,75.18,76.05,,,
38101,ND,Ward,1187,13566,27810,79.71,79.15,80.22,,,
22121,LA,West Baton Rouge,1163,13857,27813,75.93,75.25,76.58,,,
8077,CO,Mesa,1233,13018,27814,78.77,78.39,79.15,,,
48413,TX,Schleicher,1077,14893,27817,78.15,77.11,79.21,,,
27115,MN,Pine,1126,14308,27820,79.3,78.7,79.87,,,
13221,GA,Oglethorpe,1098,14645,27821,77.93,77.26,78.63,,,
36117,NY,Wayne,1115,14447,27827,79.28,78.86,79.69,,,
48409,TX,San Patricio,1148,14051,27827,76.71,76.27,77.19,,,
51175,VA,Southampton,1104,14583,27831,78.87,78.19,79.51,,,
32003,NV,Clark,1273,12564,27840,76.55,75.95,77.18,,,
55121,WI,Trempealeau,1095,14700,27840,80.15,79.62,80.71,,,
27021,MN,Cass,1110,14524,27844,78.64,78.07,79.2,,,
55085,WI,Oneida,1134,14240,27848,79.47,78.94,79.95,,,
36077,NY,Otsego,1166,13857,27849,80.14,79.72,80.61,,,
49039,UT,Sanpete,1032,15469,27853,79.16,78.54,79.76,,,
